Id,Label,timeset,modularity_class
1123,1123,,2
"旅行青蛙",旅行青蛙,,2
1125,1125,,18
"骑呗单车",骑呗单车,,18
"三晋共享单车市场",三晋共享单车市场,,18
1126,1126,,0
1127,1127,,10
1130,1130,,3
"钱江",钱江,,3
"西游电单",西游电单,,3
1134,1134,,5
bluegogopro,bluegogopro,,5
1138,1138,,0
1141,1141,,11
1143,1143,,5
1144,1144,,66
1145,1145,,0
1146,1146,,10
1147,1147,,9
1150,1150,,5
1154,1154,,11
1156,1156,,9
1157,1157,,41
"薪资纠纷",薪资纠纷,,41
1158,1158,,2
"美国",美国,,2
1160,1160,,18
1161,1161,,9
1163,1163,,2
"全国五城“网红餐厅”报告",全国五城“网红餐厅”报告,,2
1166,1166,,9
"共享单车专项治理行动",共享单车专项治理行动,,9
1168,1168,,13
"注册资本",注册资本,,13
1169,1169,,54
1171,1171,,13
1173,1173,,0
"全国免押“满月”数据",全国免押“满月”数据,,0
1174,1174,,10
1178,1178,,0
"欧洲业务",欧洲业务,,0
1179,1179,,0
"招商银行",招商银行,,0
1180,1180,,2
E2-2轮融资,E2-2轮融资,,2
1182,1182,,2
1183,1183,,36
"以色列总理",以色列总理,,36
"内塔尼亚胡",内塔尼亚胡,,36
1184,1184,,2
1186,1186,,13
"首汽约车",首汽约车,,13
1187,1187,,77
"太原",太原,,77
1189,1189,,2
"库克",库克,,2
1190,1190,,77
1191,1191,,0
1192,1192,,10
1194,1194,,2
"美国业务",美国业务,,2
"中国共享单车巨头",中国共享单车巨头,,2
1197,1197,,2
"南楠",南楠,,2
1198,1198,,54
"共享单车违停",共享单车违停,,54
1201,1201,,2
1205,1205,,0
"国际化进程",国际化进程,,0
1195,1195,,37
"谷歌地图",谷歌地图,,37
"共享单车数据",共享单车数据,,37
"站点及数量",站点及数量,,37
1196,1196,,0
1203,1203,,2
1207,1207,,51
"共享单车停车区和禁停区",共享单车停车区和禁停区,,51
1208,1208,,10
D1轮融资,D1轮融资,,10
1210,1210,,51
1211,1211,,18
1214,1214,,0
"红包",红包,,0
1216,1216,,9
"共享单车新规",共享单车新规,,9
"押金退款周期",押金退款周期,,9
1218,1218,,10
"井贤栋",井贤栋,,10
1219,1219,,2
1220,1220,,0
"新款单车MobikeLite",新款单车MobikeLite,,0
1224,1224,,37
"苹果地图",苹果地图,,37
1226,1226,,0
1227,1227,,0
"定制版米奇米妮单车",定制版米奇米妮单车,,0
1229,1229,,0
1230,1230,,10
1231,1231,,10
"西安",西安,,14
1232,1232,,14
"共享单车新政",共享单车新政,,14
1239,1239,,9
"共享单车规范管理示范区",共享单车规范管理示范区,,9
1233,1233,,2
1234,1234,,54
"过度投放共享单车",过度投放共享单车,,54
1235,1235,,2
1238,1238,,9
1240,1240,,10
1242,1242,,2
1246,1246,,10
1247,1247,,0
1248,1248,,2
"智慧城市",智慧城市,,2
1251,1251,,15
1253,1253,,41
1255,1255,,54
"共享单车“退出机制”",共享单车“退出机制”,,54
1259,1259,,2
1256,1256,,3
"单车供应链",单车供应链,,3
1282,1282,,2
NFC近场支付,NFC近场支付,,2
1260,1260,,54
1261,1261,,3
"马云",马云,,3
1263,1263,,0
"红包单车",红包单车,,0
"共享单车用户",共享单车用户,,0
1289,1289,,3
1265,1265,,3
1274,1274,,0
1276,1276,,1
1297,1297,,38
"腾讯动漫",腾讯动漫,,38
"小绿和小蓝",小绿和小蓝,,38
1277,1277,,2
1280,1280,,54
"共享单车坟墓",共享单车坟墓,,54
1305,1305,,10
"单车破坏率",单车破坏率,,10
1285,1285,,13
1307,1307,,3
1312,1312,,30
1286,1286,,9
1287,1287,,0
LBS宝箱车,LBS宝箱车,,0
1296,1296,,2
1303,1303,,0
1290,1290,,54
"上海市委",上海市委,,54
1291,1291,,2
1292,1292,,2
1299,1299,,39
"小蓝鲸",小蓝鲸,,39
"刘国梁",刘国梁,,39
1302,1302,,2
1304,1304,,0
"泰国曼谷",泰国曼谷,,0
NB-IoT技术海外商用,NB-IoT技术海外商用,,0
1313,1313,,5
"陈怀远",陈怀远,,5
1314,1314,,10
1316,1316,,2
"全球业务",全球业务,,2
1320,1320,,14
1324,1324,,0
1326,1326,,0
"摩拜商城",摩拜商城,,0
1327,1327,,2
"分级减免押金",分级减免押金,,2
1328,1328,,77
"校米出行",校米出行,,77
"共享助力单车",共享助力单车,,77
1330,1330,,0
1332,1332,,51
1333,1333,,9
1335,1335,,54
1336,1336,,18
1339,1339,,2
1340,1340,,2
1343,1343,,77
1344,1344,,13
1345,1345,,5
"北京律协",北京律协,,5
1346,1346,,5
1349,1349,,0
1350,1350,,35
"消费决策参考",消费决策参考,,35
1351,1351,,2
1355,1355,,77
1356,1356,,54
"共享单车“禁骑令”",共享单车“禁骑令”,,54
1360,1360,,41
"公司实际控制人",公司实际控制人,,41
1361,1361,,5
1362,1362,,9
1364,1364,,40
"曲奇单车",曲奇单车,,40
"智能自行车",智能自行车,,40
1366,1366,,5
BluegogoPro,BluegogoPro,,5
1367,1367,,41
1369,1369,,2
"英国市场",英国市场,,2
1370,1370,,2
"共享办公",共享办公,,2
1371,1371,,9
1374,1374,,0
"全国新用户免押金试骑活动",全国新用户免押金试骑活动,,0
1375,1375,,1
"停车场",停车场,,1
1381,1381,,0
1383,1383,,5
2.0时代,2.0时代,,5
1389,1389,,5
"融资估值",融资估值,,5
"黑洞资本",黑洞资本,,5
1394,1394,,54
1395,1395,,0
1397,1397,,54
1401,1401,,0
AI平台,AI平台,,0
1403,1403,,41
1412,1412,,51
1414,1414,,0
1415,1415,,9
"北京东城区",北京东城区,,9
1427,1427,,0
1432,1432,,13
1376,1376,,2
1378,1378,,3
"福特",福特,,3
1386,1386,,3
1388,1388,,77
"牌照",牌照,,77
1391,1391,,9
"收费标准",收费标准,,9
1399,1399,,51
1400,1400,,2
"骑行费用",骑行费用,,2
1402,1402,,51
"央视3·15",央视3·15,,51
1406,1406,,3
"捷安特",捷安特,,3
"销量",销量,,3
1417,1417,,10
"单车价格",单车价格,,10
1422,1422,,5
"无法保证产品品质的共享单车",无法保证产品品质的共享单车,,5
1424,1424,,0
"黑摩出行",黑摩出行,,0
1431,1431,,18
"丰瑞",丰瑞,,18
1433,1433,,13
"常州市交通运输局",常州市交通运输局,,13
1434,1434,,0
"共享单车全生命周期环保行动",共享单车全生命周期环保行动,,0
1436,1436,,2
"人行道",人行道,,2
1437,1437,,51
"“共享单车”管理暂行办法",“共享单车”管理暂行办法,,51
1438,1438,,10
1439,1439,,54
1441,1441,,51
1444,1444,,18
1445,1445,,54
"中心城区投放",中心城区投放,,54
1452,1452,,54
"广州市交委",广州市交委,,54
1455,1455,,3
"非机动车号牌",非机动车号牌,,3
1457,1457,,13
"自行车运行维护服务项目",自行车运行维护服务项目,,13
1460,1460,,2
1462,1462,,2
"消费品牌",消费品牌,,2
1463,1463,,77
"美国最大共享单车公司",美国最大共享单车公司,,77
1466,1466,,0
1467,1467,,41
"野兽骑行",野兽骑行,,41
1470,1470,,2
"人事变更",人事变更,,2
1475,1475,,2
1477,1477,,5
1479,1479,,2
"折扣商城",折扣商城,,2
1464,1464,,18
1480,1480,,2
ICO,ICO,,2
1489,1489,,77
1490,1490,,51
"共享单车押金立法建议",共享单车押金立法建议,,51
"预授权冻结制度",预授权冻结制度,,51
1502,1502,,9
1509,1509,,2
"区块链研究院",区块链研究院,,2
"共享单车的城市治理难题",共享单车的城市治理难题,,2
1510,1510,,9
"共享单车“猎人”",共享单车“猎人”,,9
"不文明违规停放",不文明违规停放,,9
1514,1514,,11
1522,1522,,2
1523,1523,,2
1526,1526,,3
1529,1529,,0
1536,1536,,3
1539,1539,,14
"珠海",珠海,,14
1540,1540,,2
"私藏小黄车",私藏小黄车,,2
1472,1472,,77
Jumpbikes,Jumpbikes,,77
"充电桩",充电桩,,77
1478,1478,,77
"欧洲共享单车市场",欧洲共享单车市场,,77
1483,1483,,66
"发改委",发改委,,66
"共享单车退潮",共享单车退潮,,66
1488,1488,,0
"入口",入口,,0
1547,1547,,2
"反腐案件",反腐案件,,2
1558,1558,,18
1561,1561,,77
1563,1563,,42
"福建",福建,,42
"共享单车二维码诈骗案",共享单车二维码诈骗案,,42
1566,1566,,43
"蓝色光标",蓝色光标,,43
"小蓝机器人",小蓝机器人,,43
"智能营销全链条",智能营销全链条,,43
1568,1568,,9
1569,1569,,0
"春节大数据",春节大数据,,0
1578,1578,,0
"迅雷",迅雷,,0
"程浩",程浩,,0
1589,1589,,77
"深圳市交警局",深圳市交警局,,77
1591,1591,,1
"骑车挖矿",骑车挖矿,,1
1593,1593,,10
1594,1594,,9
"北京朝阳",北京朝阳,,9
1595,1595,,2
"焕新计划",焕新计划,,2
1596,1596,,2
"全球50大商业思想家",全球50大商业思想家,,2
1601,1601,,9
"围栏外禁停措施",围栏外禁停措施,,9
1492,1492,,10
1493,1493,,0
1494,1494,,0
1505,1505,,0
1517,1517,,2
"新闻聚合模块",新闻聚合模块,,2
1521,1521,,44
"欢聚时代",欢聚时代,,44
"李学凌",李学凌,,44
1524,1524,,3
"平稳增长期",平稳增长期,,3
1527,1527,,0
1532,1532,,10
1537,1537,,10
"欠款",欠款,,10
1541,1541,,2
"引擎",引擎,,2
"线下运维工具",线下运维工具,,2
1549,1549,,54
"信用规范共享单车",信用规范共享单车,,54
1551,1551,,3
1552,1552,,5
1553,1553,,0
1554,1554,,3
"香港",香港,,3
1559,1559,,11
"共享单车行业涨价",共享单车行业涨价,,11
1497,1497,,51
"押金退还责任",押金退还责任,,51
1499,1499,,2
"全球支付体系",全球支付体系,,2
1512,1512,,51
"共享单车“坟场”",共享单车“坟场”,,51
1515,1515,,54
"芜湖",芜湖,,54
1607,1607,,54
1608,1608,,10
1610,1610,,77
1611,1611,,2
1614,1614,,77
"服务",服务,,77
1616,1616,,77
1619,1619,,5
"复活小蓝单车",复活小蓝单车,,5
1623,1623,,15
"工资",工资,,15
1624,1624,,13
"单车投入",单车投入,,13
1626,1626,,9
"共享单车注册人数",共享单车注册人数,,9
1630,1630,,54
1632,1632,,77
"宗申集团",宗申集团,,77
"杰米电单",杰米电单,,77
1633,1633,,3
1634,1634,,0
"智利",智利,,0
1635,1635,,3
1636,1636,,51
"共享单车规范",共享单车规范,,51
"卫星定位功能",卫星定位功能,,51
1637,1637,,2
1640,1640,,2
1641,1641,,0
1644,1644,,2
"春节出行预测报告",春节出行预测报告,,2
1645,1645,,54
"共享单车用户交通事故处理机制",共享单车用户交通事故处理机制,,54
1649,1649,,54
1652,1652,,45
"永久F1940-S",永久F1940-S,,45
"智慧电单车体验",智慧电单车体验,,45
1655,1655,,1
1656,1656,,0
1661,1661,,9
"首钢集团",首钢集团,,9
1662,1662,,2
"南通",南通,,2
1663,1663,,10
1666,1666,,54
1671,1671,,10
"两轮电动车业务",两轮电动车业务,,10
1672,1672,,54
"共享单车重点区域",共享单车重点区域,,54
1681,1681,,77
"共享单车事故",共享单车事故,,77
1508,1508,,41
1687,1687,,0
1688,1688,,3
"巴士服务",巴士服务,,3
1689,1689,,46
"银行",银行,,46
"共享单车行业专用账户平台",共享单车行业专用账户平台,,46
1690,1690,,2
1691,1691,,0
"令令开门",令令开门,,0
1692,1692,,13
1694,1694,,54
1695,1695,,3
"共享单车售卖",共享单车售卖,,3
1699,1699,,3
1533,1533,,3
1542,1542,,13
"常州市",常州市,,13
1519,1519,,2
"经营异常",经营异常,,2
1602,1602,,10
"贷款",贷款,,10
1675,1675,,9
1685,1685,,0
"免扫码解锁",免扫码解锁,,0
1615,1615,,2
"共享住宿",共享住宿,,2
"薛鼎",薛鼎,,2
1622,1622,,2
"在线退押金",在线退押金,,2
1706,1706,,2
1707,1707,,14
"共享单车“黑名单”机制细则",共享单车“黑名单”机制细则,,14
1651,1651,,0
"科技硬件和本地化",科技硬件和本地化,,0
1709,1709,,41
"用户押金申报初审",用户押金申报初审,,41
1711,1711,,9
1717,1717,,0
"万事达卡",万事达卡,,0
1719,1719,,0
1660,1660,,13
Cycle.land,Cycle.land,,13
1726,1726,,10
"全国免押金",全国免押金,,10
1727,1727,,18
1736,1736,,2
"银行存款和财产",银行存款和财产,,2
1737,1737,,0
1677,1677,,2
"信息流服务",信息流服务,,2
1741,1741,,0
1747,1747,,9
1750,1750,,2
1678,1678,,13
"北京新能源汽车",北京新能源汽车,,13
1752,1752,,10
1755,1755,,1
1682,1682,,0
"全员大会",全员大会,,0
1697,1697,,0
1763,1763,,2
1772,1772,,2
"诉讼请求",诉讼请求,,2
1701,1701,,1
1702,1702,,3
"谷歌",谷歌,,3
"硅谷共享单车",硅谷共享单车,,3
1712,1712,,54
1716,1716,,2
"南京徐庄高新区",南京徐庄高新区,,2
"创新研发中心",创新研发中心,,2
1718,1718,,47
LVMH,LVMH,,47
Rapha,Rapha,,47
"单车装备品牌",单车装备品牌,,47
1722,1722,,2
"印度资产",印度资产,,2
"在线摩托车租赁服务商",在线摩托车租赁服务商,,2
1723,1723,,9
"“黑名单”机制",“黑名单”机制,,9
1733,1733,,3
"共享单车管理征求意见",共享单车管理征求意见,,3
1738,1738,,0
"田野乐园",田野乐园,,0
"共享单车乐园",共享单车乐园,,0
1739,1739,,2
"信用解锁",信用解锁,,2
1748,1748,,18
"定制版共享单车",定制版共享单车,,18
1770,1770,,10
1776,1776,,77
"电单车长租服务",电单车长租服务,,77
"共享电动自行车公司",共享电动自行车公司,,77
1780,1780,,2
"武汉交管局",武汉交管局,,2
1782,1782,,58
"蔚来汽车",蔚来汽车,,58
"李斌",李斌,,58
1783,1783,,10
1787,1787,,0
"西班牙",西班牙,,0
"马德里",马德里,,0
1788,1788,,3
1790,1790,,1
1791,1791,,48
"第一视频",第一视频,,48
"快兔出行",快兔出行,,48
"无锁共享单车",无锁共享单车,,48
1792,1792,,0
"用行政法律手段",用行政法律手段,,0
1793,1793,,9
1796,1796,,3
1797,1797,,0
1799,1799,,0
1802,1802,,0
"旧车",旧车,,0
1803,1803,,2
1804,1804,,14
1805,1805,,9
"北京市统计局",北京市统计局,,9
"共享单车满意度",共享单车满意度,,9
1806,1806,,3
"违法共享单车",违法共享单车,,3
1807,1807,,0
"金砖国家",金砖国家,,0
1809,1809,,2
1810,1810,,10
D2轮融资,D2轮融资,,10
1811,1811,,0
1812,1812,,51
1814,1814,,0
"十一骑行出游报告",十一骑行出游报告,,0
1815,1815,,9
"运营地理围栏",运营地理围栏,,9
"共享单车停放问题",共享单车停放问题,,9
1816,1816,,49
"朝鲜",朝鲜,,49
"有桩单车",有桩单车,,49
1817,1817,,13
A股市场,A股市场,,13
1818,1818,,0
"不具备卫星定位功能的共享单车",不具备卫星定位功能的共享单车,,0
1819,1819,,0
"共单车大数据管理平台",共单车大数据管理平台,,0
1828,1828,,2
"智能电动车",智能电动车,,2
1833,1833,,54
1837,1837,,0
"文明停放倡议书",文明停放倡议书,,0
1841,1841,,11
1844,1844,,18
1848,1848,,2
"马化腾",马化腾,,2
1850,1850,,13
1851,1851,,13
1852,1852,,10
"轻客",轻客,,10
"便携智能出行方式",便携智能出行方式,,10
1855,1855,,77
1856,1856,,54
"僵尸单车",僵尸单车,,54
1858,1858,,2
1860,1860,,0
"轻新",轻新,,0
1863,1863,,2
"无门槛体验日",无门槛体验日,,2
1864,1864,,2
1867,1867,,0
1869,1869,,2
"电单车专利",电单车专利,,2
1873,1873,,0
1874,1874,,77
1875,1875,,2
OFO单车,OFO单车,,2
1876,1876,,41
1877,1877,,0
1882,1882,,2
1885,1885,,2
"无差别服务",无差别服务,,2
1887,1887,,9
1888,1888,,51
"升级版单车",升级版单车,,51
1890,1890,,5
1894,1894,,2
1895,1895,,9
1896,1896,,5
1898,1898,,10
1899,1899,,2
1900,1900,,9
1901,1901,,18
1902,1902,,0
1904,1904,,18
1905,1905,,2
"富士达",富士达,,2
1907,1907,,5
1909,1909,,37
"共享单车和电动汽车充电桩数据信息",共享单车和电动汽车充电桩数据信息,,37
1912,1912,,5
1914,1914,,54
"协商制度管理",协商制度管理,,54
1916,1916,,41
Biofourmis,Biofourmis,,41
"数字医疗平台",数字医疗平台,,41
1917,1917,,2
"自行车品牌",自行车品牌,,2
1921,1921,,9
1924,1924,,10
"助力车",助力车,,0
1925,1925,,0
"智能解决方案",智能解决方案,,0
1926,1926,,0
1927,1927,,14
1928,1928,,54
"共享单车征求意见稿",共享单车征求意见稿,,54
1929,1929,,2
"执行案件",执行案件,,2
1931,1931,,5
1932,1932,,54
"智能锁",智能锁,,54
1933,1933,,13
1934,1934,,0
"人工智能",人工智能,,0
"停车行为",停车行为,,0
1935,1935,,9
1936,1936,,0
1937,1937,,50
"华兴资本",华兴资本,,50
"周亮",周亮,,50
1940,1940,,0
1941,1941,,54
1943,1943,,51
"共享单车押金安全",共享单车押金安全,,51
1948,1948,,1
1950,1950,,2
1953,1953,,5
1956,1956,,0
"物联网平台级能力",物联网平台级能力,,0
1958,1958,,54
1960,1960,,2
1962,1962,,14
1964,1964,,20
1965,1965,,10
1966,1966,,0
1969,1969,,0
1971,1971,,0
1972,1972,,5
1973,1973,,9
"实时监管平台",实时监管平台,,9
1974,1974,,3
"以色列",以色列,,3
1975,1975,,3
1976,1976,,54
"上海黄浦",上海黄浦,,54
"共享单车禁限区域",共享单车禁限区域,,54
1978,1978,,41
1979,1979,,3
1983,1983,,10
1984,1984,,10
1986,1986,,14
1988,1988,,41
"全员信",全员信,,2
1994,1994,,2
"恶意诽谤",恶意诽谤,,2
1996,1996,,66
"党报",党报,,66
"共享单车信用新规",共享单车信用新规,,66
"信用经济",信用经济,,66
2000,2000,,3
2003,2003,,0
"共享单车入口",共享单车入口,,0
2004,2004,,0
"王晓峰",王晓峰,,0
2005,2005,,14
2009,2009,,2
"上海高院",上海高院,,2
2010,2010,,51
2012,2012,,9
2013,2013,,2
2015,2015,,0
2016,2016,,0
"高瓴资本",高瓴资本,,0
2019,2019,,51
"共享单车查询举报功能",共享单车查询举报功能,,51
2022,2022,,5
"出海",出海,,5
2024,2024,,14
Mesh技术,Mesh技术,,14
2026,2026,,13
2027,2027,,0
"大规模故障",大规模故障,,0
2030,2030,,18
2031,2031,,13
"限售股",限售股,,13
2039,2039,,0
2043,2043,,77
2044,2044,,0
"唯一入口",唯一入口,,0
2045,2045,,5
"车辆减量",车辆减量,,5
2048,2048,,9
2052,2052,,0
ApplePay,ApplePay,,0
2057,2057,,0
2058,2058,,0
2059,2059,,2
"锁具",锁具,,2
2060,2060,,54
2061,2061,,67
"红杉资本",红杉资本,,67
2062,2062,,9
2063,2063,,10
"复星",复星,,10
2064,2064,,0
"摩卡MOCAR",摩卡MOCAR,,0
2065,2065,,0
"小白车",小白车,,0
2072,2072,,54
2074,2074,,13
2075,2075,,11
"李开逐",李开逐,,11
2077,2077,,52
"十部门",十部门,,52
"共享单车发展意见",共享单车发展意见,,52
2078,2078,,51
2080,2080,,0
2082,2082,,14
"共享单车部署",共享单车部署,,14
2084,2084,,51
"押金挤兑",押金挤兑,,51
"途歌",途歌,,51
2086,2086,,43
2087,2087,,2
2088,2088,,0
"运营区域",运营区域,,0
2089,2089,,18
2090,2090,,2
"领先优势",领先优势,,2
2092,2092,,0
2095,2095,,2
2096,2096,,41
"退还押金判决",退还押金判决,,41
2098,2098,,2
2099,2099,,2
"南京监管",南京监管,,2
2100,2100,,14
2101,2101,,0
2102,2102,,2
2103,2103,,0
"欧洲业务处",欧洲业务处,,0
2106,2106,,14
"共享单车投放管理标准",共享单车投放管理标准,,14
2107,2107,,3
2109,2109,,2
2110,2110,,2
2111,2111,,66
"共享单车等分享经济信用体系建设",共享单车等分享经济信用体系建设,,66
2113,2113,,1
"小蓝科技",小蓝科技,,1
2114,2114,,0
2115,2115,,54
"共享单车管理方案听证会",共享单车管理方案听证会,,54
2116,2116,,51
"千人长队",千人长队,,51
2117,2117,,0
"音乐共享单车",音乐共享单车,,0
2118,2118,,58
2119,2119,,0
C+轮融资,C+轮融资,,0
2121,2121,,10
"轮胎",轮胎,,10
2122,2122,,5
2124,2124,,2
"押金转成P2P类投资",押金转成P2P类投资,,2
2125,2125,,51
"贾跃亭",贾跃亭,,51
2126,2126,,18
"海外基金",海外基金,,18
2129,2129,,10
"借款",借款,,10
2132,2132,,2
"年度最佳智能出行应用奖",年度最佳智能出行应用奖,,2
2133,2133,,2
2134,2134,,14
2135,2135,,53
"极客公园",极客公园,,53
"张鹏",张鹏,,53
2136,2136,,10
2137,2137,,0
"百城免押金",百城免押金,,0
2138,2138,,9
"共享单车管理办法",共享单车管理办法,,9
2140,2140,,0
2141,2141,,2
2142,2142,,3
2144,2144,,2
2148,2148,,77
Grab,Grab,,77
2149,2149,,13
2151,2151,,3
"共享单车的发展",共享单车的发展,,3
2154,2154,,10
2155,2155,,13
"规范型共享单车",规范型共享单车,,13
2156,2156,,10
2157,2157,,13
2158,2158,,0
2160,2160,,54
"郑州",郑州,,54
2162,2162,,0
2164,2164,,0
"全球春节骑行大数据",全球春节骑行大数据,,0
2171,2171,,9
2173,2173,,18
2174,2174,,3
2175,2175,,54
"新增投放要求",新增投放要求,,54
2178,2178,,9
2179,2179,,2
"车身广告",车身广告,,2
2181,2181,,0
"城市出行开放研究院",城市出行开放研究院,,0
2182,2182,,54
2183,2183,,55
"卡拉单车",卡拉单车,,55
"丢失率",丢失率,,55
2187,2187,,2
"韩国釜山",韩国釜山,,2
2192,2192,,66
"共享单车黑名单",共享单车黑名单,,66
"市民征信系统",市民征信系统,,66
2195,2195,,3
2196,2196,,66
"区块链信用及交易体系",区块链信用及交易体系,,66
2197,2197,,56
"骆驼股份",骆驼股份,,56
"海外电动汽车及单车企业",海外电动汽车及单车企业,,56
2199,2199,,3
"长沙",长沙,,14
2203,2203,,0
"行业白皮书",行业白皮书,,0
2204,2204,,2
2205,2205,,54
2206,2206,,51
2208,2208,,10
2209,2209,,10
2216,2216,,41
2217,2217,,0
2220,2220,,0
"停放指南",停放指南,,0
2222,2222,,3
2223,2223,,2
"内部反腐邮件",内部反腐邮件,,2
"贪腐事件",贪腐事件,,2
2224,2224,,3
2225,2225,,9
"共享单车乱象",共享单车乱象,,9
2227,2227,,0
"合并事宜",合并事宜,,0
2230,2230,,5
"退还押金信息",退还押金信息,,5
2231,2231,,66
"共享单车实名制",共享单车实名制,,66
2232,2232,,0
2233,2233,,0
"中国专利奖",中国专利奖,,0
2237,2237,,10
2238,2238,,2
"美国洛杉矶",美国洛杉矶,,2
2239,2239,,18
"智能换电柜",智能换电柜,,18
"电动两轮车充电问题",电动两轮车充电问题,,18
2240,2240,,5
2241,2241,,5
2243,2243,,9
2244,2244,,41
2245,2245,,18
2246,2246,,35
"磐石之心",磐石之心,,35
"自媒体",自媒体,,35
2249,2249,,0
2251,2251,,0
2252,2252,,3
2253,2253,,5
2255,2255,,2
2256,2256,,11
2259,2259,,54
"卫星定位智能锁",卫星定位智能锁,,54
2262,2262,,5
"信用信息共享机制",信用信息共享机制,,5
2263,2263,,2
"海外部门",海外部门,,2
2264,2264,,13
2265,2265,,9
2271,2271,,0
"挪用60亿元押金",挪用60亿元押金,,0
2273,2273,,0
"故障",故障,,0
2274,2274,,2
2275,2275,,51
2276,2276,,97
"信隆健康",信隆健康,,97
"配件",配件,,97
2277,2277,,13
2278,2278,,10
2282,2282,,0
"众安保险",众安保险,,0
2283,2283,,3
"北斗卫星导航系统",北斗卫星导航系统,,3
2284,2284,,2
"组织架构",组织架构,,2
2285,2285,,3
2287,2287,,0
2288,2288,,2
2291,2291,,0
"杨众杰",杨众杰,,0
2292,2292,,0
LBS广告服务,LBS广告服务,,0
2295,2295,,2
"白领市场",白领市场,,2
2296,2296,,13
2297,2297,,2
"共享单车治理",共享单车治理,,2
2299,2299,,51
2301,2301,,2
2303,2303,,3
2304,2304,,9
2306,2306,,13
2308,2308,,11
"打车公司",打车公司,,11
2309,2309,,1
2311,2311,,57
7号电单车,7号电单车,,57
"单车战局",单车战局,,57
2312,2312,,43
2315,2315,,2
199元押金,199元押金,,2
2316,2316,,18
"青骓",青骓,,18
2318,2318,,58
"王屹芝",王屹芝,,58
2320,2320,,5
2322,2322,,41
2324,2324,,79
"微信小程序",微信小程序,,79
2326,2326,,10
2327,2327,,10
2328,2328,,2
2329,2329,,54
2330,2330,,51
2331,2331,,2
"蕾哈娜",蕾哈娜,,2
"全球奖学金项目",全球奖学金项目,,2
2332,2332,,2
"短视频广告业务",短视频广告业务,,2
2333,2333,,10
"经营范围",经营范围,,10
2334,2334,,0
"股东工商变更",股东工商变更,,0
2336,2336,,51
"现场退押金",现场退押金,,51
2338,2338,,0
2340,2340,,54
2343,2343,,0
2350,2350,,0
2351,2351,,2
"商业自救",商业自救,,2
2352,2352,,0
"移动电源",移动电源,,0
2353,2353,,2
2356,2356,,0
2357,2357,,3
2358,2358,,2
2362,2362,,54
"浙江",浙江,,54
2363,2363,,0
"张岩",张岩,,0
2364,2364,,2
"信用免押金城市",信用免押金城市,,2
2372,2372,,54
"共享单车服务打分制",共享单车服务打分制,,54
2374,2374,,5
"账号",账号,,5
2378,2378,,2
7天瓜分7亿现金,7天瓜分7亿现金,,2
2382,2382,,51
2385,2385,,51
2386,2386,,0
"无门槛免押金城市",无门槛免押金城市,,0
2387,2387,,0
2390,2390,,0
2391,2391,,2
"服务器",服务器,,2
2392,2392,,2
"福布斯30岁以下亚洲杰出人物",福布斯30岁以下亚洲杰出人物,,2
2394,2394,,2
2397,2397,,0
2399,2399,,41
2401,2401,,14
2404,2404,,51
2405,2405,,54
"侵权",侵权,,54
2407,2407,,2
"刹车或存问题",刹车或存问题,,2
2408,2408,,2
2410,2410,,0
2412,2412,,77
2415,2415,,2
"全面盈利",全面盈利,,2
2416,2416,,0
2417,2417,,77
"政策归管共享单车",政策归管共享单车,,77
2418,2418,,10
2420,2420,,18
2421,2421,,2
2422,2422,,51
"银行托管单车押金",银行托管单车押金,,51
2423,2423,,3
2428,2428,,5
2429,2429,,9
2430,2430,,3
"易锁宝",易锁宝,,3
"天使轮投资",天使轮投资,,3
2431,2431,,0
2432,2432,,39
2435,2435,,3
"共享单车领域失信惩戒备忘录",共享单车领域失信惩戒备忘录,,3
2436,2436,,13
2437,2437,,77
2438,2438,,13
2440,2440,,3
2441,2441,,10
2442,2442,,54
2448,2448,,0
2449,2449,,13
2451,2451,,10
"调度系统",调度系统,,10
"蓝牙道钉",蓝牙道钉,,10
2452,2452,,2
"机械锁漏洞",机械锁漏洞,,2
2453,2453,,0
"小长假骑行报告",小长假骑行报告,,0
2454,2454,,2
"杨品杰",杨品杰,,2
2455,2455,,66
2456,2456,,1
2457,2457,,11
2018共享单车行业报告,2018共享单车行业报告,,11
2460,2460,,5
2461,2461,,0
"运营区域致额外费用",运营区域致额外费用,,0
2462,2462,,13
"半年报",半年报,,13
GoFun出行,GoFun出行,,13
2469,2469,,77
"北京交管",北京交管,,77
2470,2470,,13
"股份",股份,,13
2472,2472,,41
"债权表公告",债权表公告,,41
2474,2474,,0
"艾瑞",艾瑞,,0
2475,2475,,0
2476,2476,,2
"裁员传闻",裁员传闻,,2
2477,2477,,54
2481,2481,,3
2488,2488,,2
2489,2489,,0
"小程序",小程序,,0
2490,2490,,9
2491,2491,,54
"起步价",起步价,,54
2494,2494,,2
2495,2495,,2
"运营成本",运营成本,,2
2496,2496,,3
2500,2500,,2
"海外市场拓展阶段",海外市场拓展阶段,,2
"深耕重点市场战略阶段",深耕重点市场战略阶段,,2
2501,2501,,54
2503,2503,,13
2505,2505,,3
2506,2506,,0
2510,2510,,0
2513,2513,,10
2515,2515,,2
2518,2518,,2
2521,2521,,18
"绿色智能停车系统",绿色智能停车系统,,18
"生活周边信息",生活周边信息,,18
2522,2522,,13
2525,2525,,13
2526,2526,,2
"反腐文件",反腐文件,,2
"资金困境",资金困境,,2
